,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
3035,37.0,68,2.0,8.0,partly cloudy,1024.28,5,Winter,8.5,mountain,Sunny
3041,10.0,72,11.5,90.0,overcast,1007.97,3,Spring,3.0,mountain,Rainy
3043,32.0,77,12.5,87.0,partly cloudy,1023.85,10,Spring,1.0,mountain,Sunny
3045,21.0,65,9.5,12.0,clear,1018.91,11,Summer,9.0,coastal,Sunny
3048,32.0,60,2.5,0.0,clear,1020.69,10,Spring,9.0,inland,Sunny
3051,30.0,21,7.5,1.0,clear,1011.23,9,Winter,6.0,coastal,Sunny
3053,29.0,33,4.5,4.0,clear,1012.76,8,Spring,10.0,coastal,Sunny
3054,29.0,60,7.5,99.0,partly cloudy,1013.75,2,Spring,2.0,mountain,Rainy
3055,19.0,61,17.5,65.0,partly cloudy,1013.25,0,Winter,1.5,coastal,Rainy
3056,20.0,71,11.5,53.0,overcast,991.0,1,Spring,4.0,inland,Rainy
3059,25.0,76,10.5,23.0,partly cloudy,1139.41,1,Summer,3.0,mountain,Sunny
3060,31.0,63,8.0,7.0,clear,1029.85,8,Summer,10.0,mountain,Sunny
3061,31.0,73,13.0,88.0,partly cloudy,995.68,2,Spring,1.5,coastal,Rainy
3064,29.0,81,17.5,85.0,clear,1026.36,0,Winter,5.5,coastal,Sunny
3066,27.0,44,2.5,1.0,partly cloudy,1021.08,8,Winter,6.5,coastal,Sunny
3069,25.0,38,1.5,6.0,clear,1027.56,5,Autumn,8.5,inland,Sunny
3071,43.0,38,9.0,2.0,clear,1020.12,6,Spring,8.0,mountain,Sunny
3075,31.0,64,15.0,81.0,overcast,1002.87,3,Winter,2.0,mountain,Rainy
3077,26.0,34,0.5,13.0,clear,1022.11,5,Spring,8.5,inland,Sunny
3079,30.0,72,13.0,91.0,partly cloudy,1003.36,1,Spring,4.0,inland,Rainy
3082,30.0,63,0.5,8.0,partly cloudy,1025.08,5,Summer,6.5,inland,Sunny
3083,29.0,105,16.5,71.0,partly cloudy,1005.0,9,Summer,0.5,coastal,Rainy
3084,43.0,50,2.5,2.0,partly cloudy,1016.92,5,Summer,8.0,inland,Sunny
3089,39.0,54,1.5,17.0,clear,1016.75,9,Spring,5.5,mountain,Sunny
3091,24.0,58,1.5,9.0,clear,1014.18,5,Winter,6.5,mountain,Sunny
3095,30.0,34,9.5,5.0,clear,1021.16,11,Spring,6.5,inland,Sunny
3098,22.0,50,0.5,6.0,clear,1025.16,8,Summer,5.5,coastal,Sunny
3099,18.0,80,8.5,64.0,overcast,992.99,0,Winter,1.5,coastal,Rainy
3100,13.0,67,12.5,11.0,cloudy,1157.23,4,Autumn,5.5,coastal,Rainy
3101,24.0,102,13.0,97.0,overcast,1010.48,12,Autumn,0.5,inland,Rainy
3102,45.0,96,11.0,103.0,clear,1027.44,0,Spring,2.0,mountain,Sunny
3104,12.0,78,6.5,59.0,partly cloudy,1016.88,3,Winter,1.5,mountain,Rainy
3106,35.0,60,7.5,13.0,clear,1012.28,9,Spring,9.0,inland,Sunny
3107,0.0,22,12.0,30.0,cloudy,1157.78,12,Summer,2.5,mountain,Rainy
3108,32.0,63,2.0,12.0,clear,1021.42,9,Winter,7.0,mountain,Sunny
3110,49.0,79,6.5,91.0,clear,1022.05,9,Autumn,4.0,inland,Sunny
3112,34.0,60,5.0,18.0,clear,1027.04,6,Winter,9.5,inland,Sunny
3116,27.0,62,6.0,79.0,overcast,1019.79,2,Summer,5.0,inland,Rainy
3118,19.0,70,11.5,106.0,clear,1022.51,10,Winter,6.5,inland,Sunny
3121,10.0,100,0.5,101.0,clear,1014.57,11,Autumn,6.5,mountain,Sunny
3122,38.0,50,9.5,98.0,overcast,927.26,5,Spring,7.5,coastal,Rainy
3128,31.0,22,3.0,12.0,clear,1026.64,11,Winter,8.0,coastal,Sunny
3129,33.0,73,11.0,55.0,overcast,1002.33,0,Summer,3.0,mountain,Rainy
3130,19.0,98,8.5,62.0,overcast,1006.64,2,Autumn,2.0,coastal,Rainy
3135,43.0,42,0.0,11.0,partly cloudy,1017.33,10,Summer,7.0,mountain,Sunny
3137,20.0,32,6.0,4.0,partly cloudy,1023.03,9,Spring,8.5,inland,Sunny
3138,33.0,68,18.0,56.0,partly cloudy,1005.55,3,Summer,2.5,coastal,Rainy
3139,1.0,40,13.5,68.0,cloudy,1035.1,0,Summer,10.5,coastal,Rainy
3142,15.0,98,14.5,78.0,overcast,1002.19,3,Autumn,3.5,mountain,Rainy
3147,26.0,80,19.0,84.0,overcast,1002.79,2,Summer,4.0,mountain,Rainy
3149,43.0,85,13.5,106.0,clear,1024.66,7,Spring,6.0,inland,Sunny
3150,17.0,78,6.5,68.0,overcast,997.11,0,Winter,1.5,coastal,Rainy
3151,30.0,74,15.0,87.0,partly cloudy,1004.16,1,Summer,2.0,inland,Rainy
3154,14.0,106,12.5,89.0,clear,1027.13,5,Summer,7.5,coastal,Sunny
3155,44.0,49,10.0,5.0,partly cloudy,1010.38,10,Spring,10.0,mountain,Sunny
3156,13.0,76,2.0,29.0,cloudy,817.57,11,Spring,4.0,mountain,Rainy
3159,10.0,81,14.5,63.0,overcast,1019.82,0,Summer,4.5,mountain,Rainy
3160,43.0,49,8.5,9.0,partly cloudy,1024.98,7,Autumn,8.5,mountain,Sunny
3161,32.0,79,5.0,48.0,overcast,1130.56,13,Summer,16.0,mountain,Sunny
3162,31.0,35,3.5,1.0,clear,1021.01,8,Autumn,6.5,inland,Sunny
3163,14.0,60,12.5,71.0,overcast,1001.28,1,Autumn,2.0,coastal,Rainy
3165,34.0,77,11.5,75.0,overcast,1003.73,1,Spring,5.0,inland,Rainy
3167,44.0,109,45.5,107.0,overcast,1005.0,14,Autumn,1.0,mountain,Rainy
3169,16.0,76,9.0,66.0,overcast,992.65,1,Summer,1.0,coastal,Rainy
3170,28.0,20,8.5,19.0,clear,1029.12,8,Winter,5.5,coastal,Sunny
3171,33.0,23,2.5,15.0,clear,1018.12,7,Spring,8.0,inland,Sunny
3174,11.0,64,7.5,58.0,partly cloudy,984.15,0,Winter,0.5,inland,Sunny
3175,52.0,93,13.0,75.0,overcast,992.09,6,Summer,2.0,mountain,Rainy
3179,22.0,51,2.0,9.0,clear,1017.16,5,Spring,6.0,inland,Sunny
3180,32.0,56,10.0,15.0,clear,1010.91,5,Summer,7.5,coastal,Sunny
3181,26.0,62,7.5,75.0,overcast,1002.12,2,Summer,5.0,inland,Rainy
3185,40.0,33,8.5,2.0,clear,1011.18,11,Spring,6.0,inland,Sunny
3188,34.0,57,6.5,2.0,clear,1026.6,10,Summer,6.0,coastal,Sunny
3190,17.0,71,10.0,95.0,overcast,994.75,0,Summer,4.5,inland,Rainy
3191,38.0,43,3.0,5.0,clear,1018.91,7,Autumn,8.0,coastal,Sunny
3196,33.0,62,6.5,88.0,partly cloudy,1002.53,3,Spring,4.5,inland,Rainy
3201,13.0,96,18.5,59.0,overcast,1002.55,0,Summer,3.5,mountain,Rainy
3202,24.0,80,10.0,87.0,partly cloudy,1028.08,14,Spring,9.5,inland,Sunny
3204,34.0,26,7.0,15.0,clear,1029.31,10,Spring,5.5,coastal,Sunny
3205,29.0,66,17.5,63.0,partly cloudy,1010.77,1,Summer,2.0,inland,Rainy
3208,22.0,65,7.0,9.0,clear,1025.95,6,Spring,7.5,coastal,Sunny
3210,14.0,81,10.0,76.0,overcast,995.86,0,Winter,4.5,mountain,Rainy
3212,41.0,93,29.5,90.0,overcast,1016.84,3,Summer,1.5,mountain,Rainy
3214,29.0,95,10.0,87.0,partly cloudy,996.58,1,Summer,3.0,inland,Rainy
3217,33.0,83,7.5,68.0,partly cloudy,994.22,2,Autumn,2.5,mountain,Rainy
3219,11.0,60,18.0,85.0,overcast,995.43,2,Autumn,2.5,inland,Rainy
3220,32.0,93,9.5,80.0,partly cloudy,1019.7,0,Autumn,3.5,inland,Rainy
3224,25.0,32,0.0,1.0,partly cloudy,1018.38,10,Winter,7.5,coastal,Sunny
3225,29.0,52,12.5,47.0,cloudy,919.28,7,Autumn,3.0,inland,Sunny
3229,29.0,65,7.5,53.0,partly cloudy,1016.71,2,Spring,3.0,mountain,Rainy
3230,26.0,41,5.5,7.0,clear,1024.71,8,Autumn,9.0,inland,Sunny
3234,24.0,53,8.5,2.0,clear,1014.43,7,Spring,8.0,mountain,Sunny
3235,37.0,83,26.5,79.0,overcast,999.64,6,Summer,2.5,coastal,Rainy
3239,30.0,58,4.0,19.0,clear,1014.68,9,Summer,9.0,inland,Sunny
3240,27.0,63,17.0,67.0,partly cloudy,994.22,3,Spring,3.0,coastal,Rainy
3241,23.0,64,8.0,0.0,partly cloudy,1015.84,5,Summer,9.0,inland,Sunny
3245,24.0,24,3.0,4.0,clear,1014.49,10,Summer,7.5,inland,Sunny
3246,10.0,86,9.5,74.0,partly cloudy,1012.65,0,Summer,2.0,mountain,Rainy
3248,20.0,68,7.0,16.0,partly cloudy,1024.18,11,Autumn,7.5,mountain,Sunny
3250,43.0,42,3.0,3.0,clear,1022.3,7,Winter,6.5,coastal,Sunny
3251,12.0,81,14.5,85.0,overcast,1000.46,0,Autumn,5.0,inland,Rainy
3252,66.0,86,11.0,106.0,clear,1014.41,6,Autumn,9.5,inland,Sunny
3253,11.0,91,33.0,73.0,partly cloudy,999.97,0,Winter,1.5,inland,Rainy
3255,46.0,106,20.0,75.0,clear,1012.23,8,Autumn,10.0,coastal,Sunny
3260,12.0,61,5.5,50.0,overcast,1017.93,3,Spring,1.5,coastal,Rainy
3262,25.0,59,1.0,8.0,clear,1029.79,11,Spring,9.5,coastal,Sunny
3263,21.0,66,13.0,59.0,partly cloudy,1008.59,2,Winter,1.5,mountain,Rainy
3265,26.0,28,5.5,4.0,clear,1021.68,7,Spring,9.0,mountain,Sunny
3266,41.0,23,8.5,5.0,clear,1026.96,10,Autumn,6.0,inland,Sunny
3267,13.0,92,16.0,56.0,overcast,1007.49,2,Winter,3.0,mountain,Rainy
3269,25.0,40,7.0,4.0,partly cloudy,1020.05,11,Spring,8.0,mountain,Sunny
3273,39.0,38,5.0,14.0,clear,1014.79,10,Summer,6.5,coastal,Sunny
3274,38.0,48,8.5,3.0,clear,1012.22,8,Autumn,6.0,inland,Sunny
3275,36.0,52,5.0,15.0,clear,1011.81,7,Autumn,9.0,coastal,Sunny
3281,12.0,78,29.0,78.0,overcast,993.82,6,Spring,4.0,inland,Rainy
3283,12.0,64,10.5,68.0,overcast,1007.82,0,Winter,3.0,mountain,Rainy
3286,20.0,81,9.5,66.0,overcast,1004.71,3,Spring,2.0,coastal,Rainy
3289,43.0,71,12.0,81.0,cloudy,807.13,10,Winter,3.5,coastal,Sunny
3290,38.0,106,1.0,81.0,clear,1012.66,9,Autumn,8.5,coastal,Sunny
3291,-2.0,78,3.0,21.0,overcast,1057.25,0,Spring,18.0,mountain,Sunny
3293,27.0,60,11.5,67.0,partly cloudy,999.61,9,Summer,1.5,mountain,Sunny
3295,14.0,65,10.5,58.0,overcast,1007.55,0,Summer,3.0,coastal,Rainy
3298,33.0,24,3.5,7.0,clear,1016.52,5,Autumn,5.0,inland,Sunny
3301,-4.0,73,0.0,81.0,overcast,892.31,14,Summer,15.5,inland,Sunny
3303,30.0,46,3.0,5.0,partly cloudy,1012.7,8,Autumn,5.5,coastal,Sunny
3304,41.0,28,5.0,17.0,partly cloudy,1026.26,9,Autumn,9.0,mountain,Sunny
3305,23.0,49,0.5,1.0,clear,1018.88,7,Autumn,9.0,coastal,Sunny
3312,22.0,51,3.0,2.0,clear,1019.86,5,Winter,8.0,inland,Sunny
3314,15.0,60,13.5,61.0,overcast,1006.08,3,Spring,2.5,mountain,Rainy
3315,42.0,67,4.5,7.0,clear,1027.05,11,Summer,5.0,inland,Sunny
3317,12.0,83,5.0,54.0,overcast,1009.96,2,Winter,3.0,inland,Rainy
3318,26.0,35,4.0,16.0,clear,1021.07,9,Summer,6.5,mountain,Sunny
3320,15.0,66,8.5,75.0,overcast,1001.76,1,Autumn,2.5,inland,Rainy
3321,25.0,74,9.5,94.0,partly cloudy,991.25,2,Spring,1.5,inland,Rainy
3322,-11.0,24,8.0,19.0,cloudy,851.63,8,Winter,9.5,coastal,Rainy
3324,29.0,93,32.0,89.0,overcast,1008.32,12,Summer,4.5,coastal,Rainy
3326,27.0,62,8.0,13.0,clear,1028.64,8,Spring,8.0,mountain,Sunny
3327,21.0,41,8.5,13.0,clear,1010.11,11,Autumn,8.5,coastal,Sunny
3330,26.0,69,3.5,3.0,clear,1012.11,7,Autumn,10.0,mountain,Sunny
3332,23.0,99,14.0,76.0,partly cloudy,1011.51,2,Summer,1.5,mountain,Rainy
3334,35.0,85,14.5,81.0,clear,1021.14,7,Winter,4.0,coastal,Sunny
3335,33.0,58,8.0,3.0,partly cloudy,1021.04,10,Spring,8.0,mountain,Sunny
3339,32.0,53,1.0,3.0,clear,1020.72,7,Winter,5.5,mountain,Sunny
3340,27.0,98,12.0,94.0,partly cloudy,1010.09,3,Spring,4.0,mountain,Rainy
3342,25.0,21,1.5,19.0,partly cloudy,1024.59,5,Summer,5.5,coastal,Sunny
3343,16.0,76,10.0,99.0,overcast,1014.09,2,Spring,5.0,mountain,Rainy
3344,23.0,89,17.5,95.0,partly cloudy,1017.57,5,Autumn,0.5,inland,Rainy
3346,30.0,64,8.0,91.0,overcast,1016.11,0,Autumn,3.0,coastal,Rainy
3347,-11.0,72,3.5,69.0,overcast,1060.27,10,Winter,14.0,mountain,Rainy
3351,-1.0,36,8.0,60.0,overcast,1030.23,10,Spring,15.5,inland,Sunny
3352,33.0,43,0.0,13.0,partly cloudy,1029.82,10,Spring,8.5,inland,Sunny
3353,75.0,104,5.5,87.0,clear,1011.7,6,Summer,13.0,coastal,Sunny
3354,19.0,69,18.0,90.0,overcast,1012.44,2,Winter,2.0,coastal,Rainy
3358,66.0,80,11.5,97.0,clear,1027.84,9,Spring,5.5,inland,Sunny
3359,16.0,98,13.0,75.0,overcast,994.18,0,Autumn,1.5,inland,Rainy
3361,39.0,58,5.0,13.0,clear,1024.2,9,Autumn,7.0,inland,Sunny
3365,24.0,92,12.5,56.0,overcast,1013.18,3,Summer,5.0,inland,Rainy
3369,23.0,41,8.0,18.0,partly cloudy,1027.83,7,Autumn,9.5,inland,Sunny
3370,44.0,35,7.0,2.0,partly cloudy,1011.3,6,Spring,6.5,inland,Sunny
3371,25.0,72,18.5,96.0,overcast,1009.34,2,Winter,1.5,mountain,Rainy
3376,38.0,43,1.0,14.0,clear,1017.61,10,Autumn,6.5,mountain,Sunny
3377,19.0,76,27.5,102.0,partly cloudy,999.29,7,Winter,5.0,coastal,Rainy
3378,30.0,108,9.0,72.0,clear,1012.44,12,Summer,4.5,mountain,Sunny
3379,26.0,72,10.0,94.0,overcast,1002.88,1,Summer,2.5,coastal,Rainy
3380,37.0,63,3.5,17.0,clear,1025.55,7,Winter,5.5,coastal,Sunny
3382,40.0,28,2.5,13.0,partly cloudy,1014.62,8,Summer,5.0,inland,Sunny
3383,21.0,92,12.0,88.0,overcast,1013.2,2,Winter,1.5,coastal,Rainy
3385,10.0,90,6.0,54.0,overcast,994.68,0,Summer,3.0,inland,Rainy
3386,37.0,61,3.0,13.0,partly cloudy,1027.24,6,Autumn,9.0,inland,Sunny
3387,43.0,33,12.5,77.0,overcast,1154.78,14,Summer,7.5,inland,Sunny
3388,15.0,71,11.5,72.0,partly cloudy,1007.88,3,Summer,5.0,coastal,Rainy
3389,85.0,72,11.5,101.0,clear,1028.71,6,Spring,7.0,mountain,Sunny
3390,42.0,90,41.0,89.0,overcast,1003.01,6,Spring,4.0,coastal,Rainy
3392,30.0,73,13.0,78.0,partly cloudy,999.13,0,Summer,2.5,coastal,Rainy
3396,34.0,73,6.5,92.0,overcast,991.93,1,Summer,5.0,inland,Rainy
3399,24.0,68,9.0,0.0,clear,1017.94,9,Winter,7.0,inland,Sunny
3400,53.0,74,3.0,76.0,partly cloudy,1012.12,2,Autumn,11.5,inland,Sunny
3402,32.0,26,5.5,10.0,cloudy,1143.32,11,Spring,2.5,coastal,Rainy
3403,44.0,30,2.0,2.0,clear,1019.88,11,Autumn,5.5,inland,Sunny
3404,41.0,35,13.0,70.0,partly cloudy,852.68,7,Winter,15.0,inland,Sunny
3406,25.0,63,4.0,0.0,clear,1022.5,6,Spring,9.5,inland,Sunny
3408,13.0,87,20.0,86.0,partly cloudy,994.76,3,Winter,5.0,coastal,Rainy
3415,19.0,74,44.0,83.0,overcast,1010.35,14,Summer,1.0,coastal,Rainy
3416,37.0,109,21.0,94.0,partly cloudy,994.49,11,Spring,3.5,mountain,Rainy
3419,10.0,78,8.5,60.0,overcast,1000.02,1,Summer,2.5,inland,Rainy
3421,-4.0,20,13.0,66.0,overcast,897.46,4,Winter,2.0,coastal,Rainy
3423,23.0,83,6.0,56.0,overcast,1000.16,0,Summer,2.5,mountain,Rainy
3425,26.0,74,8.5,61.0,partly cloudy,994.22,2,Spring,2.0,mountain,Rainy
3427,-6.0,34,1.5,42.0,partly cloudy,864.11,13,Autumn,6.0,coastal,Rainy
3428,12.0,70,18.0,97.0,overcast,995.36,0,Spring,4.0,coastal,Rainy
3431,12.0,94,19.0,56.0,partly cloudy,1003.53,2,Autumn,3.5,coastal,Rainy
3434,38.0,68,8.5,16.0,clear,1013.57,5,Spring,5.5,mountain,Sunny
3435,34.0,91,14.0,95.0,overcast,1000.64,3,Winter,5.0,inland,Rainy
3436,30.0,20,2.5,15.0,clear,1018.98,5,Spring,6.0,coastal,Sunny
3438,21.0,26,2.5,3.0,clear,1011.68,8,Summer,5.0,mountain,Sunny
3442,42.0,50,1.0,11.0,clear,1022.88,11,Autumn,5.5,coastal,Sunny
3446,41.0,22,0.5,10.0,clear,1016.47,5,Winter,7.5,coastal,Sunny
3450,44.0,38,1.0,7.0,partly cloudy,1020.35,7,Autumn,6.5,coastal,Sunny
3451,43.0,52,10.0,43.0,cloudy,975.05,7,Summer,18.5,coastal,Rainy
3452,3.0,70,2.0,68.0,cloudy,1159.16,12,Autumn,15.5,mountain,Sunny
3454,38.0,47,1.5,8.0,clear,1017.81,7,Spring,9.5,mountain,Sunny
3456,21.0,64,8.5,80.0,overcast,1008.45,0,Spring,2.0,inland,Rainy
3457,28.0,69,7.5,59.0,overcast,1011.17,3,Winter,3.0,coastal,Rainy
3458,21.0,68,4.5,0.0,clear,1017.24,7,Spring,8.0,inland,Sunny
3459,17.0,32,0.0,81.0,overcast,949.95,1,Summer,6.0,inland,Sunny
3463,34.0,96,10.0,62.0,overcast,1009.23,3,Summer,2.5,inland,Rainy
3465,28.0,32,5.0,2.0,clear,1028.19,10,Summer,9.5,inland,Sunny
3466,21.0,67,9.0,88.0,partly cloudy,1013.69,1,Winter,4.0,mountain,Rainy
3467,20.0,58,7.5,2.0,clear,1011.32,10,Autumn,6.0,mountain,Sunny
3468,27.0,81,17.5,82.0,clear,1028.49,4,Winter,11.5,mountain,Sunny
3469,28.0,48,8.0,15.0,clear,1016.3,9,Autumn,7.0,coastal,Sunny
3470,25.0,53,4.0,6.0,clear,1024.05,11,Spring,8.0,mountain,Sunny
3471,52.0,83,28.5,96.0,overcast,1000.28,3,Winter,0.5,coastal,Rainy
3472,28.0,30,8.0,12.0,partly cloudy,1021.11,7,Spring,6.0,inland,Sunny
3476,34.0,38,5.0,13.0,clear,1021.71,10,Winter,7.0,coastal,Sunny
3480,36.0,54,3.5,9.0,clear,1023.47,7,Winter,7.0,coastal,Sunny
3481,28.0,65,13.0,86.0,partly cloudy,1006.89,2,Autumn,2.5,coastal,Rainy
3482,43.0,62,8.0,3.0,clear,1020.18,7,Autumn,6.5,mountain,Sunny
3485,30.0,25,8.5,4.0,clear,1023.11,8,Winter,9.5,inland,Sunny
3486,29.0,27,13.0,22.0,partly cloudy,1127.97,6,Winter,9.5,mountain,Sunny
3487,20.0,41,2.5,11.0,clear,1014.53,10,Autumn,6.0,coastal,Sunny
3489,97.0,100,5.0,96.0,clear,1018.66,10,Autumn,3.5,inland,Sunny
3492,27.0,53,2.0,8.0,partly cloudy,1028.55,7,Spring,9.5,inland,Sunny
3495,11.0,102,31.0,85.0,partly cloudy,995.1,9,Winter,1.5,inland,Rainy
3496,24.0,23,9.0,18.0,clear,1020.46,7,Winter,7.0,coastal,Sunny
3499,28.0,92,19.5,78.0,overcast,1017.8,2,Autumn,2.0,coastal,Rainy
3500,28.0,86,14.0,70.0,overcast,1013.96,3,Summer,2.5,coastal,Rainy
3505,32.0,64,15.5,96.0,overcast,1019.47,0,Autumn,3.5,mountain,Rainy
3507,28.0,63,4.5,18.0,partly cloudy,1013.83,11,Autumn,8.5,inland,Sunny
3508,28.0,71,20.0,59.0,overcast,998.86,3,Winter,1.5,mountain,Rainy
3509,32.0,31,12.0,29.0,partly cloudy,1063.71,7,Autumn,6.0,coastal,Sunny
3510,12.0,99,18.0,65.0,overcast,1010.8,1,Winter,1.5,inland,Rainy
3513,32.0,73,5.5,73.0,partly cloudy,1005.24,2,Winter,2.5,inland,Rainy
3514,33.0,36,9.0,0.0,partly cloudy,1020.17,11,Summer,9.5,inland,Sunny
3515,84.0,81,2.0,71.0,clear,1010.56,10,Spring,4.0,inland,Sunny
3521,-15.0,70,14.0,69.0,overcast,857.72,4,Summer,9.5,mountain,Sunny
3522,29.0,44,4.0,19.0,clear,1023.01,10,Winter,9.5,inland,Sunny
3524,48.0,33,6.5,55.0,overcast,927.67,5,Winter,1.0,coastal,Sunny
3526,18.0,62,13.5,27.0,overcast,1186.57,2,Summer,17.5,inland,Rainy
3527,38.0,36,2.0,7.0,clear,1024.42,9,Spring,10.0,mountain,Sunny
3529,11.0,63,8.0,91.0,overcast,1008.25,0,Summer,1.5,mountain,Rainy
3530,9.0,33,9.0,20.0,partly cloudy,857.34,2,Spring,10.5,mountain,Rainy
3532,13.0,99,18.5,70.0,overcast,1008.25,1,Summer,2.5,mountain,Rainy
3533,20.0,90,17.0,75.0,overcast,1017.62,3,Winter,2.5,mountain,Rainy
3534,23.0,21,9.5,12.0,partly cloudy,1015.87,6,Summer,7.0,coastal,Sunny
3535,-6.0,76,12.0,46.0,cloudy,931.12,3,Autumn,4.0,inland,Rainy
3536,25.0,40,9.5,14.0,clear,1026.38,6,Autumn,7.5,inland,Sunny
3537,42.0,56,8.0,14.0,partly cloudy,1015.38,7,Autumn,7.0,inland,Sunny
3538,22.0,42,4.0,8.0,clear,1028.58,8,Spring,8.0,coastal,Sunny
3541,39.0,46,2.0,12.0,clear,1014.9,8,Winter,9.5,mountain,Sunny
3542,26.0,98,12.0,63.0,partly cloudy,1008.53,3,Winter,2.5,coastal,Rainy
3543,44.0,91,24.5,73.0,overcast,1017.53,2,Winter,0.5,inland,Rainy
3544,60.0,91,15.0,100.0,partly cloudy,1022.88,10,Summer,13.0,coastal,Sunny
3545,27.0,89,8.0,85.0,partly cloudy,1018.88,5,Spring,9.0,coastal,Sunny
3546,-18.0,28,5.5,42.0,partly cloudy,938.68,8,Autumn,2.0,coastal,Rainy
3550,24.0,66,1.0,12.0,clear,1022.17,9,Autumn,10.0,coastal,Sunny
3555,36.0,36,3.0,16.0,clear,1015.2,11,Spring,9.5,coastal,Sunny
3561,27.0,87,18.5,63.0,overcast,992.66,2,Summer,1.0,inland,Rainy
3564,27.0,55,10.0,10.0,clear,1011.66,6,Winter,9.0,inland,Sunny
3566,38.0,58,2.0,15.0,partly cloudy,1020.46,5,Autumn,9.5,inland,Sunny
3571,33.0,66,10.5,99.0,partly cloudy,996.42,0,Winter,5.0,mountain,Rainy
3574,27.0,70,12.5,59.0,overcast,995.11,2,Autumn,4.0,inland,Rainy
3575,34.0,91,15.5,50.0,overcast,1002.95,1,Winter,4.5,coastal,Rainy
3577,25.0,68,7.5,99.0,overcast,1015.65,1,Spring,4.5,coastal,Rainy
3579,-20.0,24,11.5,81.0,overcast,1105.12,2,Winter,3.0,mountain,Rainy
3581,43.0,29,3.5,17.0,clear,1029.17,5,Spring,5.0,inland,Sunny
3584,43.0,34,6.0,9.0,partly cloudy,1023.04,6,Winter,8.0,mountain,Sunny
3585,17.0,76,24.5,98.0,overcast,1013.75,11,Spring,5.5,mountain,Rainy
3589,26.0,97,15.5,70.0,overcast,992.5,0,Spring,1.5,inland,Rainy
3590,26.0,78,15.5,77.0,overcast,1016.92,1,Autumn,2.5,mountain,Rainy
3591,41.0,54,9.0,4.0,partly cloudy,1013.57,11,Autumn,6.0,inland,Sunny
3593,28.0,56,9.5,16.0,overcast,1132.51,10,Winter,19.0,mountain,Sunny
3596,33.0,94,12.5,91.0,partly cloudy,1009.87,0,Summer,4.0,inland,Rainy
3597,23.0,93,6.0,77.0,overcast,1013.28,0,Winter,2.5,coastal,Rainy
3603,15.0,72,8.5,78.0,overcast,1010.21,0,Winter,3.5,mountain,Rainy
3604,12.0,80,10.0,64.0,overcast,1005.04,1,Winter,1.0,coastal,Rainy
3606,37.0,96,0.5,95.0,clear,1011.57,5,Spring,2.5,inland,Sunny
3607,25.0,68,12.5,76.0,overcast,996.26,1,Spring,4.0,coastal,Rainy
3608,28.0,58,6.5,11.0,clear,1025.37,10,Summer,9.0,inland,Sunny
3610,30.0,80,17.5,54.0,overcast,991.7,3,Winter,4.5,coastal,Rainy
3613,30.0,94,18.0,82.0,overcast,1012.92,3,Winter,3.0,mountain,Rainy
3614,24.0,38,3.5,16.0,partly cloudy,1010.72,5,Autumn,9.0,inland,Sunny
3615,32.0,30,9.5,13.0,clear,1011.11,6,Winter,7.5,coastal,Sunny
3616,25.0,66,8.5,3.0,clear,1013.33,6,Summer,6.0,coastal,Sunny
3618,12.0,90,15.0,78.0,partly cloudy,1018.83,0,Winter,2.0,coastal,Rainy
3620,22.0,76,17.5,86.0,overcast,990.3,1,Summer,4.0,coastal,Rainy
3626,35.0,32,6.5,9.0,clear,1013.84,11,Spring,8.5,inland,Sunny
3628,26.0,94,12.5,66.0,overcast,994.06,0,Spring,4.5,mountain,Rainy
3631,21.0,87,18.0,51.0,partly cloudy,1003.74,2,Winter,4.0,coastal,Rainy
3633,35.0,57,4.0,5.0,partly cloudy,1011.76,11,Winter,5.0,coastal,Sunny
3634,11.0,85,8.5,71.0,partly cloudy,1018.7,1,Autumn,3.0,coastal,Rainy
3635,31.0,62,4.5,6.0,partly cloudy,1025.65,7,Spring,7.0,mountain,Sunny
3648,26.0,59,6.0,1.0,partly cloudy,1019.64,10,Autumn,8.5,inland,Sunny
3649,23.0,84,13.0,77.0,overcast,996.74,0,Winter,3.0,mountain,Rainy
3656,10.0,68,18.5,50.0,overcast,994.73,2,Summer,4.5,coastal,Rainy
3661,42.0,32,9.0,17.0,clear,1027.31,8,Summer,7.5,coastal,Sunny
3662,40.0,23,2.0,19.0,clear,1023.15,7,Spring,7.0,inland,Sunny
3663,21.0,41,2.5,18.0,partly cloudy,1012.67,8,Summer,9.0,inland,Sunny
3664,22.0,99,18.5,57.0,overcast,1018.13,2,Spring,3.0,mountain,Rainy
3667,30.0,21,7.5,15.0,clear,1022.61,5,Winter,7.0,mountain,Sunny
3668,68.0,84,8.0,92.0,clear,1011.47,6,Winter,5.5,coastal,Sunny
3670,19.0,63,3.0,27.0,partly cloudy,804.48,0,Spring,12.5,inland,Sunny
3674,1.0,20,12.5,26.0,overcast,1133.55,1,Autumn,14.5,inland,Rainy
3681,58.0,91,12.0,95.0,clear,1025.82,11,Spring,9.0,coastal,Sunny
3684,14.0,88,16.5,97.0,overcast,1015.85,0,Winter,2.5,inland,Rainy
3692,32.0,25,4.0,12.0,partly cloudy,1018.9,6,Spring,9.0,coastal,Sunny
3694,4.0,44,13.5,35.0,cloudy,1104.13,7,Spring,13.0,coastal,Sunny
